firstname,f_his,f_whi,f_bla,f_asi,f_ai,f_oth
MAGDALENA,0.000589671,4.93E-05,8.93E-06,9.58E-05,0,0.000242072
MAGDY,0,1.32E-05,0,4.79E-05,0,0
MAGGIE,7.10E-05,6.48E-05,0.000160734,0.000287534,0,0
MAHA,0,1.46E-05,0,2.40E-05,0,0
MAHENDRA,0,5.47E-06,0,0.000281543,0.000225836,0
MAHER,5.46E-06,1.55E-05,0,2.40E-05,0.000225836,0
MAHESH,0,8.21E-06,2.68E-05,0.000497194,0.000225836,0
MAHMOOD,0,1.46E-05,0,0.000113815,0.000225836,0
MAHMOUD,5.46E-06,2.92E-05,2.68E-05,7.19E-05,0,0
MAI,5.46E-06,7.75E-06,0,0.000970426,0,0.000726216
MAIA,5.46E-06,1.32E-05,1.79E-05,1.20E-05,0,0
MAJID,0,1.87E-05,0,9.58E-05,0.000225836,0
MAJOR,5.46E-06,8.21E-06,0.000116086,2.40E-05,0,0
MAKSIM,0,1.46E-05,0,0,0,0
MALCOLM,0,0.000115381,0.000321469,3.00E-05,0,0
MALGORZATA,0,4.88E-05,0,0,0,0
MALIA,5.46E-06,1.82E-05,0,0,0,0.000242072
MALIK,5.46E-06,6.38E-06,0.000107156,4.79E-05,0,0
MALINDA,0,5.66E-05,0.000160734,5.99E-06,0,0
MALISSA,1.09E-05,2.23E-05,1.79E-05,0,0,0
MALLORY,1.09E-05,3.56E-05,4.46E-05,5.99E-06,0,0
MAMIE,0,9.12E-06,0.00028575,2.40E-05,0,0
MAMTA,0,3.19E-06,0,0.000143767,0,0
MAN,0,1.37E-06,0,0.000485213,0,0
MANDEEP,0,8.21E-06,0,0.000125796,0,0
MANDI,1.09E-05,3.74E-05,0,0,0,0
MANDY,4.91E-05,0.000139096,1.79E-05,0.000143767,0.000225836,0
MANFRED,5.46E-06,2.23E-05,1.79E-05,0,0,0.000242072
MANH,5.46E-06,4.56E-07,0,0.000167728,0,0
MANISH,0,9.12E-06,8.93E-06,0.000611009,0.000225836,0.000484144
MANISHA,0,4.56E-06,0,0.000329466,0.000225836,0
MANJIT,1.09E-05,6.84E-06,0,0.000287534,0,0
MANJU,0,1.82E-06,8.93E-06,0.000173718,0.000225836,0
MANJULA,0,2.28E-06,0,0.000149757,0,0
MANOJ,5.46E-06,5.93E-06,0,0.000569077,0,0.000242072
MANPREET,5.46E-06,2.28E-06,0,0.000143767,0,0
MANSOUR,5.46E-06,1.23E-05,8.93E-06,3.59E-05,0,0.000242072
MANU,0,2.74E-06,8.93E-06,0.000161738,0,0
MANUEL,0.008331832,0.000162355,0.000160734,0.000515164,0.001129178,0.000484144
MANUELA,0.000349435,2.01E-05,1.79E-05,2.40E-05,0,0
MAO,0,4.56E-07,8.93E-06,0.000173718,0,0
MARA,0.000114658,7.71E-05,1.79E-05,3.00E-05,0.000225836,0
MARC,0.000251156,0.001159286,0.000696516,0.000149757,0.000451671,0.001694505
MARCEL,4.91E-05,5.06E-05,0.000160734,3.59E-05,0,0
MARCELA,0.000420414,1.60E-05,0,3.00E-05,0,0
MARCELINO,0.000398574,4.10E-06,0,7.79E-05,0.000225836,0
MARCELLA,0.000131038,0.000120398,0.000178594,3.00E-05,0,0
MARCELLE,1.09E-05,1.92E-05,7.14E-05,0,0,0
MARCELLO,2.18E-05,1.19E-05,1.79E-05,0,0,0
MARCELO,0.000453173,1.55E-05,0,3.59E-05,0,0
MARCI,3.28E-05,0.000115381,2.68E-05,1.80E-05,0,0.000242072
MARCIA,0.000289376,0.000679062,0.000901898,5.99E-05,0.000225836,0.000968289
MARCIE,3.82E-05,0.00010398,1.79E-05,3.00E-05,0,0
MARCIN,5.46E-06,3.15E-05,0,0,0,0
MARCO,0.002320464,0.00010398,0.000107156,5.39E-05,0,0
MARCOS,0.001485097,1.69E-05,2.68E-05,3.59E-05,0,0.000242072
MARCUS,0.000185637,0.000300995,0.001473398,0.000125796,0.000451671,0.000242072
MARCY,4.37E-05,0.000135448,2.68E-05,5.99E-06,0,0
MARDI,0,8.21E-06,0,0,0,0
MAREK,0,4.93E-05,0,5.99E-06,0,0
MAREN,5.46E-06,2.28E-05,1.79E-05,5.99E-06,0,0
MARGARET,0.000742549,0.003075619,0.00200025,0.000587048,0.002258356,0.001936577
MARGARITA,0.002380523,6.07E-05,6.25E-05,0.000125796,0.000225836,0
MARGARITO,0.000393114,4.56E-07,0,5.99E-06,0,0
MARGENE,0,6.84E-06,0,0,0,0
MARGERY,0,3.33E-05,8.93E-06,1.20E-05,0.000225836,0
MARGIE,9.28E-05,0.000117662,0.000330398,4.19E-05,0,0
MARGIT,0,1.60E-05,0,5.99E-06,0,0
MARGO,4.37E-05,0.000118118,0.000142875,0,0,0
MARGOT,1.09E-05,5.84E-05,3.57E-05,0,0,0
MARGUERITE,4.91E-05,0.000135904,0.000214313,3.00E-05,0.000677507,0.000242072
MARI,4.91E-05,8.94E-05,4.46E-05,0.000101835,0,0
MARIA,0.036144644,0.001762644,0.000901898,0.003570209,0.000451671,0.002904866
MARIAH,5.46E-06,2.74E-05,2.68E-05,0,0,0.000242072
MARIAM,2.73E-05,2.42E-05,3.57E-05,4.19E-05,0,0.000242072
MARIAN,5.46E-05,0.000283665,0.000330398,0.000155747,0.000225836,0.000242072
MARIANA,0.000316675,2.96E-05,8.93E-06,2.40E-05,0,0
MARIANN,0,4.20E-05,2.68E-05,0,0,0
MARIANNA,3.28E-05,4.47E-05,8.93E-06,2.40E-05,0,0.000242072
MARIANNE,3.82E-05,0.000435986,2.68E-05,0.000125796,0.000225836,0.000242072
MARIANO,0.000404034,8.67E-06,0,7.79E-05,0,0
MARIBEL,0.001146582,1.46E-05,0,9.58E-05,0,0
MARIBETH,5.46E-06,5.06E-05,0,4.79E-05,0.000225836,0
MARICELA,0.000824447,7.75E-06,0,0,0,0
MARIE,0.000584211,0.000991915,0.002830711,0.000563087,0.001355014,0.000968289
MARIELA,0.000196557,5.02E-06,0,5.99E-06,0,0
MARIETTA,3.82E-05,3.47E-05,7.14E-05,0.000131786,0,0.000484144
MARIJO,0,1.09E-05,0,0,0,0
MARIKA,5.46E-06,1.55E-05,4.46E-05,2.40E-05,0,0
MARILEE,5.46E-06,4.61E-05,0,0,0.000225836,0
MARILOU,2.73E-05,2.33E-05,8.93E-06,0.000293524,0.000225836,0
MARILYN,0.000404034,0.001172512,0.001357313,0.000437291,0.000451671,0.000726216
MARILYNN,5.46E-06,4.20E-05,2.68E-05,5.99E-06,0,0
MARIN,5.46E-05,1.46E-05,0,1.20E-05,0,0
MARINA,0.000775308,0.000173756,1.79E-05,0.000191689,0.000225836,0.000242072
MARINO,4.91E-05,7.75E-06,8.93E-06,2.40E-05,0,0
MARIO,0.00582573,0.000245356,0.000392906,0.000395359,0.000225836,0.000242072
MARION,7.10E-05,0.000303275,0.000750094,3.00E-05,0.000451671,0
MARISA,0.000234776,0.000126327,7.14E-05,5.39E-05,0,0
MARISELA,0.000518692,2.74E-06,8.93E-06,0,0,0
MARISOL,0.000813527,1.46E-05,1.79E-05,0,0,0
MARISSA,0.000163797,9.30E-05,6.25E-05,0.000155747,0,0.000242072
MARITA,3.28E-05,2.78E-05,8.93E-06,3.59E-05,0,0
MARITZA,0.000737089,1.32E-05,8.93E-06,5.99E-06,0,0
MARIUS,0,2.10E-05,1.79E-05,0,0,0
MARIUSZ,0,2.92E-05,0,0,0,0
MARIYA,0,2.33E-05,0,0,0,0
MARJORIE,0.000125578,0.000458789,0.000482203,0.000149757,0.000225836,0.000242072
MARJORY,0,2.33E-05,1.79E-05,0,0,0
MARK,0.001659814,0.010509279,0.002509242,0.001509552,0.003387534,0.005809731
MARKO,1.64E-05,1.73E-05,0,0,0,0
MARKUS,5.46E-06,4.01E-05,1.79E-05,0,0,0.000242072
MARLA,6.55E-05,0.000209784,0.000169664,3.59E-05,0,0.000484144
MARLEEN,0,1.37E-05,8.93E-06,1.20E-05,0,0
MARLENA,3.28E-05,2.10E-05,6.25E-05,0,0,0
MARLENE,0.000595131,0.000447388,0.000491133,0.000161738,0.000451671,0.000968289
MARLIN,3.82E-05,4.88E-05,6.25E-05,0,0,0
MARLO,1.64E-05,2.87E-05,5.36E-05,1.20E-05,0,0.000242072
MARLON,0.000245696,1.82E-05,0.000687586,0.000125796,0.000225836,0
MARLYN,4.37E-05,1.41E-05,5.36E-05,3.00E-05,0,0
MARLYS,0,2.14E-05,0,5.99E-06,0,0
MARNA,0,1.73E-05,8.93E-06,0,0,0
MARNI,5.46E-06,2.74E-05,0,5.99E-06,0,0
MARNIE,0,3.83E-05,8.93E-06,0,0,0
MARSHA,8.19E-05,0.000478855,0.000741164,5.39E-05,0,0.000726216
MARSHALL,3.28E-05,0.000217537,0.00028575,5.39E-05,0.000225836,0.000242072
MARTA,0.000879046,9.53E-05,2.68E-05,0,0.000451671,0
MARTHA,0.00518146,0.001088142,0.001071563,0.000161738,0.000903342,0.000968289
MARTI,1.64E-05,3.01E-05,1.79E-05,5.99E-06,0,0
MARTIN,0.004094937,0.001359949,0.000366117,0.000371398,0.000903342,0.000242072
MARTINA,0.000360354,6.29E-05,8.04E-05,2.40E-05,0,0
MARTINE,2.18E-05,1.69E-05,7.14E-05,5.99E-06,0,0
MARTY,3.28E-05,0.000125871,8.93E-05,1.20E-05,0,0.000242072
MARTYN,0,1.14E-05,0,0,0,0
MARVA,0,1.64E-05,0.000392906,0,0,0.000242072
MARVIN,0.000464093,0.000408167,0.001500188,0.000227631,0.000451671,0
MARY,0.00323227,0.009938757,0.007009805,0.002156502,0.009259259,0.006535948
MARYA,0,9.58E-06,0,0,0,0
MARYAM,0,3.65E-05,5.36E-05,7.79E-05,0,0.000242072
MARYANN,6.01E-05,0.000278192,4.46E-05,4.79E-05,0.000225836,0.000242072
MARYANNE,5.46E-06,7.71E-05,0,3.59E-05,0,0
MARYBETH,1.09E-05,8.53E-05,8.93E-06,0,0,0
MARYELLEN,1.09E-05,6.61E-05,8.93E-06,0,0,0
MARYJANE,1.64E-05,1.32E-05,0,1.20E-05,0,0
MARYLEE,0,1.05E-05,0,0,0,0
MARYLOU,4.91E-05,3.33E-05,0,1.20E-05,0,0
MARYLYNN,0,1.28E-05,0,0,0,0
MARZENA,0,1.23E-05,0,0,0,0
MASON,1.09E-05,4.56E-05,2.68E-05,5.99E-06,0,0
MASOOD,5.46E-06,6.84E-06,0,0.000107825,0,0
MASOUD,0,1.69E-05,0,5.99E-05,0,0.000484144
MASSIMO,1.09E-05,1.92E-05,0,0,0,0
MATHEW,4.37E-05,0.000206592,2.68E-05,0.000377388,0.000225836,0.000242072
MATHIEU,0,9.58E-06,0,0,0,0
MATILDA,3.28E-05,1.09E-05,4.46E-05,0,0,0
MATILDE,0.000283916,3.65E-06,8.93E-06,1.80E-05,0,0
MATT,1.09E-05,0.000228938,8.93E-06,4.79E-05,0,0.000242072
MATTHEW,0.000851747,0.006799746,0.000928688,0.000718834,0.002710027,0.00338901
MATTHIAS,1.09E-05,2.65E-05,0,2.40E-05,0,0
MATTIE,0,1.64E-05,0.000589359,5.99E-06,0,0
MAURA,0.000114658,9.08E-05,0,1.80E-05,0,0.000242072
MAUREEN,0.000114658,0.001126906,0.000312539,0.000167728,0.000225836,0.000484144
MAURICE,0.000103738,0.000159618,0.001526977,5.99E-05,0,0
MAURICIO,0.001162962,8.67E-06,1.79E-05,2.40E-05,0,0
MAURO,0.000349435,1.32E-05,0,5.99E-06,0.000225836,0
MAURY,5.46E-06,1.23E-05,3.57E-05,0,0,0
MAVIS,0,1.82E-05,8.04E-05,1.20E-05,0.000225836,0
MAX,0.000229316,0.000191086,6.25E-05,9.58E-05,0.000451671,0
MAXIM,0,1.64E-05,0,0,0,0
MAXIMILIANO,0.000180177,1.82E-06,0,0,0,0
MAXIMINO,0.000147418,9.12E-07,0,1.20E-05,0,0
MAXIMO,0.000185637,2.74E-06,0,4.79E-05,0,0
MAXINE,4.91E-05,0.000107172,0.000723305,3.59E-05,0.000451671,0
MAXWELL,0,3.56E-05,3.57E-05,4.19E-05,0,0
MAY,1.64E-05,2.69E-05,5.36E-05,0.000880572,0,0
MAYA,1.09E-05,3.97E-05,0.000107156,0.000125796,0.000225836,0.000242072
MAYANK,0,2.74E-06,0,0.000143767,0,0
MAYNARD,5.46E-06,2.19E-05,8.93E-06,5.99E-06,0,0
MAYRA,0.001124743,1.23E-05,8.93E-06,0,0.000225836,0
MAZEN,5.46E-06,1.23E-05,0,1.20E-05,0,0
MEAGAN,0,6.52E-05,0,0,0,0
MEAGHAN,0,2.69E-05,0,0,0,0
MEENA,0,5.47E-06,0,0.000251592,0,0.000242072
MEERA,0,3.19E-06,0,0.000155747,0,0
MEG,0,2.46E-05,0,5.99E-06,0,0
MEGAN,9.28E-05,0.001029311,9.82E-05,5.99E-05,0,0.000242072
MEGGAN,0,1.32E-05,0,0,0,0
MEGHAN,3.82E-05,0.000253565,0,1.20E-05,0,0
MEGHANN,0,1.41E-05,0,0,0,0
MEHDI,1.09E-05,2.60E-05,0,9.58E-05,0,0
MEHMET,0,1.55E-05,0,2.40E-05,0,0.000242072
MEHRAN,5.46E-06,1.32E-05,0,1.80E-05,0,0
MEHRDAD,0,1.87E-05,0,3.00E-05,0,0
MEHUL,0,4.56E-06,0,0.000149757,0,0
MEI,1.09E-05,3.19E-06,0,0.001066271,0,0.000242072
MEL,1.09E-05,2.55E-05,0,1.20E-05,0,0.000242072
MELANIE,0.000272996,0.000913018,0.000544711,0.000293524,0.000903342,0.000484144
MELBA,0.000114658,2.78E-05,0.000142875,0.000101835,0,0.000242072
MELCHOR,0.000103738,4.56E-07,0,5.99E-05,0,0
MELINA,4.91E-05,1.55E-05,8.93E-06,2.40E-05,0.000225836,0
MELINDA,0.000305755,0.000660364,0.000241102,0.000191689,0.001129178,0.000968289
MELISA,6.01E-05,5.56E-05,8.93E-06,1.80E-05,0,0
MELISSA,0.001441418,0.003073339,0.000937617,0.000467242,0.002710027,0.001694505
MELLISA,0,1.14E-05,0,0,0,0
MELODIE,0,3.56E-05,4.46E-05,1.80E-05,0,0
MELODY,0.000103738,0.000259494,0.000169664,0.000143767,0.000677507,0
MELONIE,0,1.41E-05,3.57E-05,0,0.000451671,0
MELVA,5.46E-05,1.41E-05,0.000187523,5.99E-06,0,0
MELVIN,0.000289376,0.000302819,0.002027039,0.000257582,0.001355014,0.000968289
MELVYN,1.09E-05,1.60E-05,1.79E-05,3.59E-05,0,0.000242072
MENG,0,0,0,0.00020966,0,0
MERCEDES,0.000977325,3.19E-05,0.000107156,0.000119806,0,0
MERCY,8.74E-05,4.56E-06,8.04E-05,0.000113815,0.000225836,0
MEREDITH,1.64E-05,0.000340215,0.000107156,3.00E-05,0.000225836,0
MERI,0,1.78E-05,0,5.99E-06,0,0.000242072
MERIDETH,0,1.05E-05,0,0,0,0
MERIDITH,5.46E-06,1.41E-05,0,0,0,0
MERLE,1.09E-05,7.80E-05,6.25E-05,4.79E-05,0,0
MERLIN,2.73E-05,3.15E-05,3.57E-05,1.20E-05,0,0
MERRI,0,1.82E-05,0,0,0,0.000242072
MERRIE,0,2.19E-05,0,0,0,0
MERRILEE,5.46E-06,1.37E-05,0,0,0.000225836,0
MERRILL,0,5.06E-05,8.93E-06,0,0,0
MERRITT,5.46E-06,2.05E-05,0,0,0,0
MERRY,5.46E-06,3.79E-05,8.93E-06,2.40E-05,0,0
MERVIN,5.46E-06,1.78E-05,7.14E-05,2.40E-05,0.000225836,0
MERYL,0,3.01E-05,0,5.99E-06,0,0
MI,0,2.28E-06,8.93E-06,0.000658931,0,0
MIA,5.46E-05,4.42E-05,0.000303609,5.99E-05,0,0.000484144
MIAO,0,0,0,9.58E-05,0,0
MICA,0,1.05E-05,0,0,0,0
MICAELA,0.000202017,7.75E-06,0,5.99E-06,0,0
MICAH,1.09E-05,0.000120854,8.04E-05,3.59E-05,0,0
MICAHEL,0,1.60E-05,0,0,0,0
MICHAEL,0.005503595,0.025619217,0.011385352,0.005678789,0.012420958,0.01694505
MICHAELA,1.09E-05,5.34E-05,2.68E-05,1.80E-05,0,0
MICHAELENE,0,7.75E-06,0,0,0,0
MICHAL,5.46E-06,4.93E-05,0,5.99E-06,0,0
MICHALE,0,7.75E-06,0,0,0,0
MICHEAL,1.64E-05,6.80E-05,0.000151805,5.99E-06,0,0
MICHEL,9.83E-05,6.98E-05,9.82E-05,1.20E-05,0,0
MICHELE,0.000305755,0.001492661,0.000803672,0.000179709,0.000903342,0.000726216
MICHELINE,5.46E-06,1.41E-05,2.68E-05,0,0,0
MICHELL,5.46E-06,1.32E-05,8.93E-06,5.99E-06,0,0
MICHELLE,0.001648895,0.004096721,0.003009305,0.001533513,0.003387534,0.003146938
MICKEY,2.73E-05,7.75E-05,8.93E-05,5.39E-05,0.000225836,0
MICKIE,0,9.58E-06,0,0,0,0
MIECZYSLAW,0,9.58E-06,0,0,0,0
MIGDALIA,0.000180177,4.56E-06,0,0,0,0
MIGUEL,0.008883283,4.97E-05,8.93E-05,0.000119806,0.000451671,0
MIHAELA,1.09E-05,1.50E-05,0,0,0,0
MIHAI,0,1.60E-05,0,5.99E-06,0,0
MIHAIL,0,8.21E-06,0,0,0,0
MIKAEL,0,9.58E-06,0,0,0,0
MIKE,0.000354895,0.000403151,7.14E-05,0.000760766,0,0
MIKEL,5.46E-06,3.33E-05,2.68E-05,1.80E-05,0,0
MIKHAIL,0,7.75E-05,0,3.00E-05,0.000225836,0
MIKKI,0,1.14E-05,0,0,0,0
MILA,1.09E-05,1.41E-05,8.93E-06,0.000131786,0,0
MILAGROS,0.000376734,8.67E-06,8.93E-06,0.000287534,0.000225836,0
MILAN,0,3.92E-05,0,7.79E-05,0.000677507,0
MILDRED,0.000251156,0.00018835,0.000955477,0.000167728,0.000225836,0.000484144
MILENA,2.73E-05,1.82E-05,0,5.99E-06,0,0
MILES,5.46E-06,9.21E-05,8.93E-05,7.79E-05,0,0.000242072
MILIND,0,4.10E-06,8.93E-06,0.000167728,0,0
MILLARD,5.46E-06,2.14E-05,2.68E-05,5.99E-06,0,0
MILLICENT,1.09E-05,1.78E-05,0.000133945,1.80E-05,0,0.000242072
MILLIE,5.46E-06,2.14E-05,7.14E-05,4.19E-05,0,0
MILO,1.64E-05,2.05E-05,1.79E-05,5.99E-06,0.000451671,0
MILOS,0,6.84E-06,0,0,0,0
MILTON,0.000409494,0.000145937,0.000794742,0.000161738,0,0
MIMI,1.09E-05,3.01E-05,1.79E-05,0.000257582,0,0
MIN,0,1.37E-06,0,0.001335833,0,0
MINA,2.18E-05,3.65E-05,6.25E-05,0.000191689,0,0.000242072
MINDI,0,2.87E-05,0,0,0,0
MINDY,4.91E-05,0.000208416,8.93E-06,0.000197679,0.000225836,0
MINERVA,0.000393114,1.09E-05,5.36E-05,0.000119806,0,0
MING,1.09E-05,1.82E-06,0,0.001383756,0,0.000242072
MINH,1.09E-05,1.82E-06,0,0.00189293,0,0.000242072
MINNIE,5.46E-06,1.87E-05,0.000392906,2.40E-05,0,0
MIRA,5.46E-06,1.82E-05,1.79E-05,5.39E-05,0,0
MIRANDA,5.46E-05,8.57E-05,0.000116086,7.19E-05,0,0
MIRCEA,0,1.32E-05,0,0,0,0
MIREILLE,5.46E-06,9.58E-06,8.04E-05,5.99E-06,0,0
MIRELA,0,1.32E-05,0,0,0,0
MIREYA,0.000251156,3.65E-06,8.93E-06,5.99E-06,0,0
MIRIAM,0.001130203,0.000202031,0.000223242,0.000113815,0.000225836,0.000242072
MIRNA,0.000431333,7.30E-06,0,5.99E-06,0,0
MIROSLAW,0,1.78E-05,0,0,0,0
MISAEL,0.000202017,1.37E-06,0,1.20E-05,0,0
MISTI,0,3.01E-05,8.93E-06,5.99E-06,0.000451671,0
MISTY,2.73E-05,0.000220273,8.04E-05,5.99E-06,0.000451671,0.000242072
MITCH,5.46E-06,3.47E-05,0,1.20E-05,0,0.000242072
MITCHEL,1.09E-05,3.33E-05,2.68E-05,1.20E-05,0,0
MITCHELL,0.000109198,0.000549544,0.000339328,0.000131786,0.000677507,0.000726216
MITRA,1.09E-05,1.28E-05,1.79E-05,4.79E-05,0.000225836,0
MITZI,4.37E-05,6.25E-05,4.46E-05,4.19E-05,0,0.000242072
MODESTO,0.000229316,0,0,4.79E-05,0,0
MOHAMAD,5.46E-06,3.56E-05,8.93E-06,9.58E-05,0,0.000242072
MOHAMED,2.73E-05,7.02E-05,0.000267891,0.00041333,0.001355014,0.000242072
MOHAMMAD,1.64E-05,0.000131343,4.46E-05,0.001821046,0.001806685,0.001452433
MOHAMMED,2.18E-05,7.07E-05,0.000169664,0.001377765,0.002710027,0.000242072
MOHAN,1.09E-05,9.12E-06,0,0.000515164,0.000451671,0
MOHSEN,0,2.33E-05,0,4.79E-05,0,0
MOIRA,1.64E-05,4.97E-05,8.93E-06,1.20E-05,0,0
MOISES,0.000917266,7.30E-06,0,5.39E-05,0.000225836,0
MOLLIE,1.09E-05,5.66E-05,3.57E-05,0,0,0
MOLLY,5.46E-05,0.000441459,5.36E-05,0.000125796,0,0.000726216
MONA,9.28E-05,0.000134992,0.000223242,0.000317485,0,0.000242072
MONICA,0.002637139,0.000792164,0.001625203,0.000473232,0.000903342,0.001210361
MONIKA,2.73E-05,0.000113557,3.57E-05,0.000149757,0.000225836,0.000242072
MONIQUE,0.000207477,0.000131343,0.000982266,0.000101835,0,0.001210361
MONROE,0,8.67E-06,9.82E-05,0,0,0
MONTE,2.18E-05,9.71E-05,6.25E-05,5.99E-06,0,0
MONTGOMERY,0,1.50E-05,0,5.99E-06,0,0
MONTY,2.73E-05,6.61E-05,0,1.80E-05,0.000451671,0
MOON,5.46E-06,1.37E-06,0,0.000197679,0,0
MORDECHAI,0,1.05E-05,0,0,0,0
MORGAN,1.64E-05,0.000177405,6.25E-05,9.58E-05,0.000225836,0
MORRIS,1.64E-05,0.0001017,0.000348258,3.59E-05,0.000225836,0
MORTON,5.46E-06,2.83E-05,1.79E-05,1.20E-05,0,0
MOSES,7.10E-05,1.92E-05,0.000330398,7.19E-05,0,0
MOSHE,0,3.56E-05,0,1.20E-05,0,0
MOSTAFA,5.46E-06,1.00E-05,0,4.79E-05,0,0
MU,0,0,0,0.000131786,0,0
MUHAMMAD,0,3.65E-05,7.14E-05,0.000748785,0.000225836,0.000726216
MUKESH,5.46E-06,7.30E-06,0,0.000305504,0.000451671,0
MURALI,0,2.74E-06,0,0.000257582,0.000225836,0
MURAT,0,1.55E-05,8.93E-06,0,0,0
MURIEL,2.73E-05,5.43E-05,0.000267891,1.80E-05,0,0.000242072
MURRAY,0,7.57E-05,3.57E-05,0,0,0
MUSTAFA,0,2.33E-05,4.46E-05,7.19E-05,0,0
MY,0,1.82E-06,8.93E-06,0.000443281,0,0
MYKHAYLO,0,7.75E-06,0,0,0,0
MYLES,5.46E-06,3.47E-05,4.46E-05,1.80E-05,0,0
MYONG,5.46E-06,3.65E-06,0,0.000233621,0,0.000242072
MYRA,0.000114658,0.000112645,0.00027682,0.000131786,0.000225836,0
MYRIAM,0.000125578,1.05E-05,4.46E-05,1.80E-05,0,0
MYRNA,0.000322135,8.94E-05,0.000125016,0.000329466,0,0.000726216
MYRON,5.46E-06,0.0001017,0.00029468,4.19E-05,0.000225836,0.000242072
MYRTLE,0,1.96E-05,0.00027682,1.20E-05,0.000225836,0
MYUNG,0,0,0,0.000485213,0,0
NABIL,1.64E-05,3.74E-05,8.93E-06,5.99E-05,0,0
NADA,5.46E-06,2.14E-05,0,5.99E-06,0,0
NADEEM,0,5.93E-06,8.93E-06,0.000125796,0,0.000242072
NADER,0,3.88E-05,0,6.59E-05,0,0
NADEZHDA,0,1.73E-05,0,0,0,0
NADIA,0.000125578,6.29E-05,0.000151805,0.000149757,0.000225836,0.000484144
NADINE,3.82E-05,0.000153234,0.000410766,0.000113815,0.000225836,0.000484144
NAI,0,0,0,0.000143767,0,0
NALINI,0,6.38E-06,1.79E-05,9.58E-05,0,0
NAM,0,4.56E-07,0,0.000724824,0,0
NAN,5.46E-06,3.79E-05,8.93E-06,0.00021565,0.000225836,0
NANCEE,0,1.05E-05,0,0,0,0
NANCI,4.37E-05,4.33E-05,8.93E-06,0,0,0
NANCIE,5.46E-06,1.46E-05,8.93E-06,5.99E-06,0.000225836,0
NANCY,0.002260405,0.004899374,0.000875109,0.001509552,0.002935863,0.002904866
NANETTE,3.82E-05,0.000112189,7.14E-05,0.000107825,0,0
NANG,0,0,0,9.58E-05,0,0
NANNETTE,1.64E-05,3.28E-05,3.57E-05,0,0.000225836,0
NAOMI,0.000196557,0.00016874,0.000348258,0.000239611,0.000451671,0.000242072
NAPOLEON,4.91E-05,2.74E-06,0.000107156,3.59E-05,0,0
NARCISO,9.83E-05,2.74E-06,0,4.19E-05,0,0
NARENDRA,0,3.19E-06,0,0.000281543,0,0
NARESH,0,4.10E-06,8.93E-06,0.000257582,0.000225836,0
NARINDER,0,2.74E-06,0,0.000269563,0.000225836,0
NASSER,0,1.41E-05,0,5.39E-05,0,0.000242072
NATALIA,0.000272996,7.48E-05,4.46E-05,3.00E-05,0.000225836,0
NATALIE,0.000360354,0.000646683,0.000616148,0.000113815,0.001129178,0.000726216
NATALIYA,5.46E-06,3.15E-05,0,0,0,0
NATALYA,5.46E-06,4.01E-05,0,1.20E-05,0,0
NATASHA,8.19E-05,0.000116749,0.000776883,7.19E-05,0.000225836,0.000242072
NATE,0,1.46E-05,0,0,0,0
NATHALIE,3.82E-05,2.83E-05,8.93E-05,3.00E-05,0,0.000242072
NATHAN,0.000136498,0.001231798,0.0005715,0.000365407,0.001580849,0.001452433
NATHANAEL,1.09E-05,2.92E-05,2.68E-05,1.80E-05,0,0
NATHANIEL,5.46E-05,0.000243076,0.001455539,8.39E-05,0.000451671,0.000242072
NATIVIDAD,0.000207477,3.19E-06,0,0.000125796,0,0
NAVEEN,1.64E-05,6.84E-06,0,0.000245602,0,0
NAVIN,0,2.28E-06,8.93E-06,0.000149757,0.000225836,0
NEAL,1.09E-05,0.00029461,5.36E-05,0.000113815,0.000451671,0
NED,2.73E-05,4.79E-05,6.25E-05,1.80E-05,0,0
NEDRA,0,1.60E-05,6.25E-05,0,0,0
NEELAM,0,4.56E-06,0,0.000155747,0.000225836,0
NEENA,5.46E-06,7.30E-06,0,0.000101835,0,0
NEERAJ,0,3.65E-06,0,0.00022164,0,0
NEETA,5.46E-06,3.19E-06,0,0.000131786,0.000225836,0
NEHA,0,5.02E-06,8.93E-06,0.000197679,0,0
NEIL,9.28E-05,0.000638018,0.000133945,0.000245602,0.000451671,0.000484144
NELDA,5.46E-05,3.01E-05,4.46E-05,1.20E-05,0,0
NELIA,3.28E-05,5.02E-06,0,0.000101835,0,0
NELL,0,1.78E-05,2.68E-05,0,0,0
NELLA,0,7.30E-06,0,0,0,0
NELLIE,0.000180177,4.47E-05,0.000214313,7.19E-05,0.000225836,0
NELLY,0.000333055,1.60E-05,1.79E-05,7.19E-05,0,0
NELSON,0.001425038,0.000146849,0.000232172,0.000479223,0.000903342,0.000242072
NENITA,1.09E-05,2.74E-06,0,0.000257582,0,0
NESTOR,0.000513232,7.30E-06,8.93E-06,0.00020966,0,0
NETTIE,0,1.14E-05,0.000187523,0,0,0
NEVA,5.46E-06,2.23E-05,0,0,0.000225836,0
NEVILLE,5.46E-06,1.28E-05,0.000116086,5.99E-06,0,0
NEVIN,0,1.41E-05,0,3.00E-05,0.000225836,0
NEWTON,1.09E-05,1.28E-05,2.68E-05,3.59E-05,0,0
NGA,0,0,0,0.000533135,0,0
NGAN,0,4.56E-07,0,0.000185699,0,0
NGHIA,0,9.12E-07,0,0.000371398,0,0
NGOC,0,9.12E-07,0,0.000545116,0,0
NGUYEN,5.46E-06,4.56E-07,0,0.000275553,0,0.000242072
